 , ,Classe 0,Classe 1,Classe 2,All Class
Execution Number,Accuracy ,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score/Support,Silhouette Coefficient,Time (seconds)
1,0.47781569965870307,[ 0.06657019  0.84496124],[ 0.27710843  0.5034642 ],[ 0.10735123  0.63096961],[  4.55765714e-01   3.90286318e-01   3.69160417e-01   7.32500000e+02],0.00062320758383666572,13.981224060058594
2,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,15.015586853027344
3,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,17.88736391067505
4,0.47781569965870307,[ 0.06782107  0.84585492],[ 0.28313253  0.50269438],[ 0.10942957  0.63061323],[  4.56837995e-01   3.92913455e-01   3.70021400e-01   7.32500000e+02],0.0012033541042604685,20.973201036453247
5,0.51194539249146753,[ 0.15209125  0.93195266],[ 0.72289157  0.48498845],[ 0.2513089   0.63797468],[  5.42021959e-01   6.03940009e-01   4.44641792e-01   7.32500000e+02],-0.010836189360597539,23.56407380104065
6,0.48395904436860065,[ 0.06744868  0.8467433 ],[ 0.27710843  0.51039261],[ 0.10849057  0.63688761],[  4.57095988e-01   3.93750522e-01   3.72689087e-01   7.32500000e+02],-0.0063429510675930573,25.02682089805603
7,0.47781569965870307,[ 0.06657019  0.84496124],[ 0.27710843  0.5034642 ],[ 0.10735123  0.63096961],[  4.55765714e-01   3.90286318e-01   3.69160417e-01   7.32500000e+02],0.00062320758383666572,29.28120994567871
8,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,31.00243616104126
9,0.49897610921501706,[ 0.06574924  0.84833539],[ 0.25903614  0.52963818],[ 0.10487805  0.6521327 ],[  4.57042312e-01   3.94337164e-01   3.78505375e-01   7.32500000e+02],-0.02541516410057278,32.166123151779175
10,0.49897610921501706,[ 0.06574924  0.84833539],[ 0.25903614  0.52963818],[ 0.10487805  0.6521327 ],[  4.57042312e-01   3.94337164e-01   3.78505375e-01   7.32500000e+02],-0.02541516410057278,34.255971908569336
11,0.50102389078498288,[ 0.15166461  0.93425076],[ 0.74096386  0.47036182],[ 0.2517912   0.62570405],[  5.42957688e-01   6.05662836e-01   4.38747621e-01   7.32500000e+02],-0.02541516410057278,34.8261559009552
12,0.47781569965870307,[ 0.06657019  0.84496124],[ 0.27710843  0.5034642 ],[ 0.10735123  0.63096961],[  4.55765714e-01   3.90286318e-01   3.69160417e-01   7.32500000e+02],0.00062320758383666572,38.262343883514404
13,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,41.40134787559509
14,0.49897610921501706,[ 0.06574924  0.84833539],[ 0.25903614  0.52963818],[ 0.10487805  0.6521327 ],[  4.57042312e-01   3.94337164e-01   3.78505375e-01   7.32500000e+02],-0.02541516410057278,45.90973997116089
15,0.50102389078498288,[ 0.15166461  0.93425076],[ 0.74096386  0.47036182],[ 0.2517912   0.62570405],[  5.42957688e-01   6.05662836e-01   4.38747621e-01   7.32500000e+02],-0.02541516410057278,48.568341970443726
16,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,49.26339888572693
