 , ,Classe 0,Classe 1,Classe 2,All Class
Execution Number,Accuracy ,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score/Support,Silhouette Coefficient,Time (seconds)
1,0.35843373493975905,[ 0.35403727  0.3625731 ],[ 0.34337349  0.37349398],[ 0.34862385  0.36795252],[   0.35830518    0.35843373    0.35828819  166.        ],0.12157945277334126,4.141710042953491
2,0.36144578313253012,[ 0.34868421  0.37222222],[ 0.31927711  0.40361446],[ 0.33333333  0.38728324],[   0.36045322    0.36144578    0.36030829  166.        ],0.1168851184291827,3.0766220092773438
3,0.36144578313253012,[ 0.34868421  0.37222222],[ 0.31927711  0.40361446],[ 0.33333333  0.38728324],[   0.36045322    0.36144578    0.36030829  166.        ],0.1168851184291827,3.45225191116333
4,0.36746987951807231,[ 0.36075949  0.37356322],[ 0.34337349  0.39156627],[ 0.35185185  0.38235294],[   0.36716136    0.36746988    0.3671024   166.        ],0.10757593497195021,3.8787410259246826
5,0.36746987951807231,[ 0.36075949  0.37356322],[ 0.34337349  0.39156627],[ 0.35185185  0.38235294],[   0.36716136    0.36746988    0.3671024   166.        ],0.10757593497195021,4.259536027908325
6,0.54819277108433739,[ 0.53278689  0.59090909],[ 0.78313253  0.31325301],[ 0.63414634  0.40944882],[   0.56184799    0.54819277    0.52179758  166.        ],0.011200746176829205,4.529651165008545
7,0.37048192771084337,[ 0.36305732  0.37714286],[ 0.34337349  0.39759036],[ 0.35294118  0.38709677],[   0.37010009    0.37048193    0.37001898  166.        ],0.10304944666302514,5.530116081237793
8,0.63855421686746983,[ 0.62777778  0.65131579],[ 0.68072289  0.59638554],[ 0.65317919  0.62264151],[   0.63954678    0.63855422    0.63791035  166.        ],0.1168851184291827,6.280505895614624
9,0.62951807228915657,[ 0.62285714  0.63694268],[ 0.65662651  0.60240964],[ 0.63929619  0.61919505],[   0.62989991    0.62951807    0.62924562  166.        ],0.10304944666302514,6.778014183044434
10,0.64156626506024095,[ 0.6374269   0.64596273],[ 0.65662651  0.62650602],[ 0.64688427  0.63608563],[   0.64169482    0.64156627    0.64148495  166.        ],0.12157945277334126,6.828243017196655
11,0.64156626506024095,[ 0.6374269   0.64596273],[ 0.65662651  0.62650602],[ 0.64688427  0.63608563],[   0.64169482    0.64156627    0.64148495  166.        ],0.12157945277334126,7.421777009963989
12,0.37048192771084337,[ 0.36305732  0.37714286],[ 0.34337349  0.39759036],[ 0.35294118  0.38709677],[   0.37010009    0.37048193    0.37001898  166.        ],0.10304944666302514,8.150300979614258
13,0.63253012048192769,[ 0.62643678  0.63924051],[ 0.65662651  0.60843373],[ 0.64117647  0.62345679],[   0.63283864    0.63253012    0.63231663  166.        ],0.10757593497195021,8.510576009750366
14,0.63855421686746983,[ 0.62777778  0.65131579],[ 0.68072289  0.59638554],[ 0.65317919  0.62264151],[   0.63954678    0.63855422    0.63791035  166.        ],0.1168851184291827,8.844199895858765
15,0.63855421686746983,[ 0.62777778  0.65131579],[ 0.68072289  0.59638554],[ 0.65317919  0.62264151],[   0.63954678    0.63855422    0.63791035  166.        ],0.1168851184291827,8.708230018615723
16,0.63253012048192769,[ 0.62643678  0.63924051],[ 0.65662651  0.60843373],[ 0.64117647  0.62345679],[   0.63283864    0.63253012    0.63231663  166.        ],0.10757593497195021,10.089664936065674
17,0.36144578313253012,[ 0.34868421  0.37222222],[ 0.31927711  0.40361446],[ 0.33333333  0.38728324],[   0.36045322    0.36144578    0.36030829  166.        ],0.1168851184291827,9.545789957046509
18,0.62951807228915657,[ 0.62285714  0.63694268],[ 0.65662651  0.60240964],[ 0.63929619  0.61919505],[   0.62989991    0.62951807    0.62924562  166.        ],0.10304944666302514,10.210981845855713
19,0.36144578313253012,[ 0.34868421  0.37222222],[ 0.31927711  0.40361446],[ 0.33333333  0.38728324],[   0.36045322    0.36144578    0.36030829  166.        ],0.1168851184291827,10.849808931350708
20,0.63855421686746983,[ 0.63372093  0.64375   ],[ 0.65662651  0.62048193],[ 0.64497041  0.63190184],[   0.63873547    0.63855422    0.63843613  166.        ],0.11684186115367344,10.912842988967896
21,0.35843373493975905,[ 0.35403727  0.3625731 ],[ 0.34337349  0.37349398],[ 0.34862385  0.36795252],[   0.35830518    0.35843373    0.35828819  166.        ],0.12157945277334126,11.366223096847534
22,0.35843373493975905,[ 0.35403727  0.3625731 ],[ 0.34337349  0.37349398],[ 0.34862385  0.36795252],[   0.35830518    0.35843373    0.35828819  166.        ],0.12157945277334126,12.072788953781128
23,0.35843373493975905,[ 0.35403727  0.3625731 ],[ 0.34337349  0.37349398],[ 0.34862385  0.36795252],[   0.35830518    0.35843373    0.35828819  166.        ],0.12157945277334126,14.557698011398315
24,0.35843373493975905,[ 0.34640523  0.36871508],[ 0.31927711  0.39759036],[ 0.3322884  0.3826087],[   0.35756016    0.35843373    0.35744855  166.        ],0.12162120603213526,14.231168031692505
25,0.63855421686746983,[ 0.63372093  0.64375   ],[ 0.65662651  0.62048193],[ 0.64497041  0.63190184],[   0.63873547    0.63855422    0.63843613  166.        ],0.11684186115367344,12.686883926391602
 ,Accuracy,Precison,Recall,F-Score
Media Final:,0.49048192771084331,0.49095770629835195,0.49048192771084315,0.4889828985450636
